,Tipo_Comida,Calificacion_Comentario,Comentario,Comentario corregido
295,"Italiana, Pizzería",positive,Es un restaurante muy familiar y acogedor. La pizza magnífica. Precio: bastante económico. Volveremos,Es un restaurante muy familiar y acogedor. La pizza magnífica. Precio: bastante económico. Volveremos
296,Costarricense,positive,"Enclavado en la ciudad! Escondida entre comercios y calles aparece esta hacienda, una propuesta sencilla y agradable donde tomar un café y alejarse del stress","Enclavado en la ciudad! Escondida entre comercios y calles aparece esta hacienda, una propuesta sencilla y agradable donde tomar un café y alejarse del stress"
297,Fusión,positive,Sin duda el Barrio Escalante ofrecen un montón de pubs y bar que se adapte a cualquier ocasión.Particularmente la atención dieron Saulo Bistro enseguida con una decoración sobresaliente.Teníamos un buen varitt samplers y de bebidas saludables y frescas.Desde un brunch con una cena a la que se adapte a la ocasión.,Sin duda el Barrio Escalante ofrecen un montón de pubs y bar que se adapte a cualquier ocasión.Particularmente la atención dieron Saulo Bistro enseguida con una decoración sobresaliente.Teníamos un buen varitt samplers y de bebidas saludables y frescas.Desde un brunch con una cena a la que se adapte a la ocasión.
298,"Latina, Centroamericana, Costarricense",positive,Si lo que quieres es fresca cocina local y deguste Jaco Rustico. Es la bomba. Mariscos frescos. La sopa de marisco es impresionante. Bebí cada gotas. No es nada más que decir.,Si lo que quieres es fresca cocina local y deguste Jaco Rustico. Es la bomba. Mariscos frescos. La sopa de marisco es impresionante. Bebí cada gotas. No es nada más que decir.
299,"Italiana, Bar, Internacional, Pub, Napolitana, De Campania, Toscana, De Lombardía, Del norte italiano, Del centro italiano, Del sur italiano",positive,"A falta de buenos restaurantes de cocina regional fuimos a este restaurante de cocina italiana que nos recomendaron como uno de los mejores de la ciudad. Se come bien, pero es caro y los meseros dan mal servicio y no conocen nada de digestivos y vinos.","A falta de buenos restaurantes de cocina regional fuimos a este restaurante de cocina italiana que nos recomendaron como uno de los mejores de la ciudad. Se come bien, pero es caro y los meseros dan mal servicio y no conocen nada de digestivos y vinos."
300,"Estadounidense, Centroamericana, Costarricense, Café",positive,"Yo sólo comer pizza en este lugar, pero un montón de gente simplemente no comer el desayuno aquí mi gran cosa bacon","Yo sólo comer pizza en este lugar, pero un montón de gente simplemente no comer el desayuno aquí mi gran cosa bacon"
301,"Churrasquería, Contemporánea",positive,"Aquí se come bien, pero no mucho mejor que en otros muchos restaurantes de San José.El servicio está por debajo de lo que tendría que ser, sobre todo cuando se cobra lo que se cobra por los platos, que son un 100% más caros que en cualquier otro restaurante de Panamá, Colombia, Cuba, México o cualquier otro país de LATAM. Y si los comparamos con España, es igual de desproporcionado el precio para la calidad recibida.Afortunadamente, fui invitado y no pagué la cuenta, sino estaría bastante molesto.","Aquí se come bien, pero no mucho mejor que en otros muchos restaurantes de San José.El servicio está por debajo de lo que tendría que ser, sobre todo cuando se cobra lo que se cobra por los platos, que son un 100% más caros que en cualquier otro restaurante de Panamá, Colombia, Cuba, México o cualquier otro país de LATAM. Y si los comparamos con España, es igual de desproporcionado el precio para la calidad recibida.Afortunadamente, fui invitado y no pagué la cuenta, sino estaría bastante molesto."
302,"Bar, Mariscos, Costarricense, Centroamericana",positive,"Ya he puesto una reseña del Malecón. Este lugar es asombroso. Visitamos desde Inglaterra y no puedo decirte lo maravilloso que es el personal, la gente más hermosa que hemos conocido. Jeanette fue increíble, ¡no tengo idea de por qué hay una queja sobre ella! ! ! Todo el personal es increíble y no puedo hacer más por ti. Te amo Jeanette, tráela de vuelta por favor! ! ! Xx","Ya he puesto una reseña del Malecón. Este lugar es asombroso. Visitamos desde Inglaterra y no puedo decirte lo maravilloso que es el personal, la gente más hermosa que hemos conocido. Jeanette fue increíble, ¡no tengo idea de por qué hay una queja sobre ella! ! ! Todo el personal es increíble y no puedo hacer más por ti. Te amo Jeanette, tráela de vuelta por favor! ! ! Xx"
303,"Bar, Centroamericana, Internacional, Pub",positive,Con frecuencia vamos a pasar el rato ahí. La calidad de la comida es un excelente complemento para la calidad de los cocteles que prepara Oscar y el equipo. Súper recomendado si quieren probar Gin and Tonic de calidad,Con frecuencia vamos a pasar el rato ahí. La calidad de la comida es un excelente complemento para la calidad de los cocteles que prepara Oscar y el equipo. Súper recomendado si quieren probar Gin and Tonic de calidad
304,"De la India, Asiática, Saludable",positive,"Nos dieron comida preparada desde aquí ya que nos quedamos mucho un hotel cerca y llegamos tarde. Nos dieron el pollo Tikka masala palak paneer y el arroz con algún silvestres. Era un poco extraño que te cobran por arroz (creo que la primera vez que he visto que después de comer en muchos lugares indios, principalmente en la U. S. ), pero no era un gran problema. Aproximadamente $35 por todo. No es barato, pero no es terriblemente caro. Estábamos deseando volver a nuestra habitación y probar, basándome en todas las buenas críticas.Primero, lo bueno: la de pollo Tikka masala era decente. pollo estaba perfectamente preparada y la salsa era bueno. He tenido mucho mejor en los Estados Unidos, pero en general yo diría que era un buen esfuerzo. Un poco pesado en el tomate, creo que porque la salsa era más rojo que Orange que lo hacían un poco diferente de la que estoy acostumbrado Tikka masala.Lo malo: palak paneer. Inmediatamente nos abrió y mi esposa dijo: "" ¿qué es esto?"" era una imagen brillante verde (ver subí) y parecía como cualquier palak paneer ninguno de nosotros había visto. No eso no influya en nosotros, porque es uno de los platos favoritos y, mientras el sabor que no les importa. Bien ... el sabor no era bueno. Parecía muy por puréed y tiene muy poco tenía especias o sabor. El paneer probado y parecía más queso ricotta que daba el paneer estamos acostumbrados. Era demasiado suave y sin sabor. Además, el paneer había trozos de tamaño decente de cebolla, que era una nueva para mí.Así que, sí, la comida era un poco menos de nosotros, especialmente considerado lo contenta que estábamos con todas las opiniones que dicen que era mejor que la comida india en los Estados Unidos. Tengo que me pregunto cómo a menudo y donde estas personas han probado comida india en Estados Unidos para hacer esa declaración.Reconozco que sólo lo probé una vez, pero probamos dos platos bastante comunes y populares, así que no me da mucha confianza de intentar el lugar otra vez.Dicho esto, la ubicación y el interior son muy agradables y el personal parecía agradable en nuestras interacciones limitadas.Creo que la gente sólo necesitas para establecer sus expectativas correctamente.","Nos dieron comida preparada desde aquí ya que nos quedamos mucho un hotel cerca y llegamos tarde. Nos dieron el pollo Tikka masala palak paneer y el arroz con algún silvestres. Era un poco extraño que te cobran por arroz (creo que la primera vez que he visto que después de comer en muchos lugares indios, principalmente en la U. S. ), pero no era un gran problema. Aproximadamente $35 por todo. No es barato, pero no es terriblemente caro. Estábamos deseando volver a nuestra habitación y probar, basándome en todas las buenas críticas.Primero, lo bueno: la de pollo Tikka masala era decente. pollo estaba perfectamente preparada y la salsa era bueno. He tenido mucho mejor en los Estados Unidos, pero en general yo diría que era un buen esfuerzo. Un poco pesado en el tomate, creo que porque la salsa era más rojo que Orange que lo hacían un poco diferente de la que estoy acostumbrado Tikka masala.Lo malo: palak paneer. Inmediatamente nos abrió y mi esposa dijo: "" ¿qué es esto?"" era una imagen brillante verde (ver subí) y parecía como cualquier palak paneer ninguno de nosotros había visto. No eso no influya en nosotros, porque es uno de los platos favoritos y, mientras el sabor que no les importa. Bien ... el sabor no era bueno. Parecía muy por puréed y tiene muy poco tenía especias o sabor. El paneer probado y parecía más queso ricotta que daba el paneer estamos acostumbrados. Era demasiado suave y sin sabor. Además, el paneer había trozos de tamaño decente de cebolla, que era una nueva para mí.Así que, sí, la comida era un poco menos de nosotros, especialmente considerado lo contenta que estábamos con todas las opiniones que dicen que era mejor que la comida india en los Estados Unidos. Tengo que me pregunto cómo a menudo y donde estas personas han probado comida india en Estados Unidos para hacer esa declaración.Reconozco que sólo lo probé una vez, pero probamos dos platos bastante comunes y populares, así que no me da mucha confianza de intentar el lugar otra vez.Dicho esto, la ubicación y el interior son muy agradables y el personal parecía agradable en nuestras interacciones limitadas.Creo que la gente sólo necesitas para establecer sus expectativas correctamente."
305,"Mediterránea, Del Medio Oriente",positive,"A pie de Sofía Mediterraneo es como entrar en una experiencia en algún lugar en el Mediterráneo. Los olores de especias antiguos preciosos como cardamomo y comino hace que uno quiere probar cada plato en la junta de especial. Las carnes son mi favorito pero tuve la suerte de cenar con un grupo de nosotros y estuvimos encantados de haber una mezcla de platos vegetarianos, además de pescado. El plato de atún es para morirse y el chuletas de cordero no te quieres compartir con nadie.Me quedé satisfecha cuando eran tan complacientes con el pedido de mi 1 y 1/2 año para bebé más pan y delicioso baba ganoush. El personal es amable y eficiente de sus platos y vinos. El propietario y el director son una delicia para hablar y sobre todo un lugar estupendo en Barrio Escalante para pasar el tiempo descubriendo las maravillas de la cocina mundial. Sin duda se lo recomendaría a cualquiera que le guste un buen ambiente con una comida buenísima.","A pie de Sofía Mediterraneo es como entrar en una experiencia en algún lugar en el Mediterráneo. Los olores de especias antiguos preciosos como cardamomo y comino hace que uno quiere probar cada plato en la junta de especial. Las carnes son mi favorito pero tuve la suerte de cenar con un grupo de nosotros y estuvimos encantados de haber una mezcla de platos vegetarianos, además de pescado. El plato de atún es para morirse y el chuletas de cordero no te quieres compartir con nadie.Me quedé satisfecha cuando eran tan complacientes con el pedido de mi 1 y 1/2 año para bebé más pan y delicioso baba ganoush. El personal es amable y eficiente de sus platos y vinos. El propietario y el director son una delicia para hablar y sobre todo un lugar estupendo en Barrio Escalante para pasar el tiempo descubriendo las maravillas de la cocina mundial. Sin duda se lo recomendaría a cualquiera que le guste un buen ambiente con una comida buenísima."
306,"Parrilla, Fusión",positive,"Este es un tesoro escondido con una experiencia magnífica y comida excepcional. 10 de 10 de Graffiti. Si quieres una noche chill, increíble, este es el lugar en el que se haga su paladar cantar!","Este es un tesoro escondido con una experiencia magnífica y comida excepcional. 10 de 10 de Graffiti. Si quieres una noche chill, increíble, este es el lugar en el que se haga su paladar cantar!"
307,"China, Asiática",positive,Estupenda comida asiática auténtica!!!! El servicio al cliente eficaz fue rápido y los precios están bien. Los camarones Dim Sum es deliciosa y nos encantó la sopa tan Wan. Una visita obligada en San José.,Estupenda comida asiática auténtica!!!! El servicio al cliente eficaz fue rápido y los precios están bien. Los camarones Dim Sum es deliciosa y nos encantó la sopa tan Wan. Una visita obligada en San José.
308,Coreana,positive,Un gran servicio!La sopa estaba delicioso!Los fideos salsa curry deliciosa también!Té de menta es una excelente opción.,Un gran servicio!La sopa estaba delicioso!Los fideos salsa curry deliciosa también!Té de menta es una excelente opción.
309,"Estadounidense, Bar, Saludable, Centroamericana, Costarricense, Internacional",positive,"Inicialmente fuimos a la Habitación Verde, ya que nos fue recomendado por alguien localmente, ya que buscábamos un lugar de desayuno que no sólo ofrece un buen desayuno, pero también tenía opciones veganas en el menú. En este ejemplo, la comida, el ambiente y lugar superó las expectativas tanto que decidimos volver una noche para la cena. De nuevo, el menú tenía opciones, gran selección de cócteles y buena música en vivo. En nuestra última noche en Jaco porque habíamos disfrutado de la Habitación Verde tanto que decidimos tener nuestra cena final aquí. Este resultó ser un gran error. Dos de las cuatro comidas principales estaban frías cuando llegaron. Ambos fueron enviados de vuelta y cuando regresé tenía obviamente ha sido calentada en el microondas que había encendido la batata de mushing y como tal me dejé mi plato y quedé muy decepcionado. Uno de nuestro grupo, entonces pedimos la tarta de manzana y helado, que nuevamente llegó fría. No estoy seguro de si esto era la intención o no, nos preguntamos si debería ser servida caliente o fría y la respuesta estaba caliente. . . . . . Así que de nuevo nos enviaron.. Fueron lo suficientemente amables para ajustar la factura final, pero este nos dejó con emociones encontradas. Yo diría que si estás en Jaco definitivamente la habitación verde y quizás nos los cogimos en una mala noche, de ahí mi calificación promedio.","Inicialmente fuimos a la Habitación Verde, ya que nos fue recomendado por alguien localmente, ya que buscábamos un lugar de desayuno que no sólo ofrece un buen desayuno, pero también tenía opciones veganas en el menú. En este ejemplo, la comida, el ambiente y lugar superó las expectativas tanto que decidimos volver una noche para la cena. De nuevo, el menú tenía opciones, gran selección de cócteles y buena música en vivo. En nuestra última noche en Jaco porque habíamos disfrutado de la Habitación Verde tanto que decidimos tener nuestra cena final aquí. Este resultó ser un gran error. Dos de las cuatro comidas principales estaban frías cuando llegaron. Ambos fueron enviados de vuelta y cuando regresé tenía obviamente ha sido calentada en el microondas que había encendido la batata de mushing y como tal me dejé mi plato y quedé muy decepcionado. Uno de nuestro grupo, entonces pedimos la tarta de manzana y helado, que nuevamente llegó fría. No estoy seguro de si esto era la intención o no, nos preguntamos si debería ser servida caliente o fría y la respuesta estaba caliente. . . . . . Así que de nuevo nos enviaron.. Fueron lo suficientemente amables para ajustar la factura final, pero este nos dejó con emociones encontradas. Yo diría que si estás en Jaco definitivamente la habitación verde y quizás nos los cogimos en una mala noche, de ahí mi calificación promedio."
310,"Mariscos, Sudamericana, Centroamericana, Costarricense",positive,"Petos siempre fue uno de nuestros favoritos en Jaco. Pero, ya que la ciudad crece y las oportunidades vienen, las cosas cambian. Ahora es un bar de deportes con un restaurante. La camarera no hablaba inglés, lo que las chicas no siempre antes. La comida es bueno.","Petos siempre fue uno de nuestros favoritos en Jaco. Pero, ya que la ciudad crece y las oportunidades vienen, las cosas cambian. Ahora es un bar de deportes con un restaurante. La camarera no hablaba inglés, lo que las chicas no siempre antes. La comida es bueno."
311,"Estadounidense, Europea, Británica, Australiana, Costarricense, Bar, Comida rápida",positive,La calidad de la hamburguesa genial y la atención de Jorge tambien y el lugar muy cómodo🍃🍞🥩🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔,La calidad de la hamburguesa genial y la atención de Jorge tambien y el lugar muy cómodo🍃🍞🥩🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔
312,"Estadounidense, Comida rápida, Bar",positive,"Tuve una hamburguesa picante, y fue excelente! Los sabores complementado mutuamente muy bien, y todos los ingredientes de calidad eran verdaderamente super alto. Que rutina su carne en la casa, y usted puede decir lo mucho de un impacto que hace.Sin duda, volveré a por más! !","Tuve una hamburguesa picante, y fue excelente! Los sabores complementado mutuamente muy bien, y todos los ingredientes de calidad eran verdaderamente super alto. Que rutina su carne en la casa, y usted puede decir lo mucho de un impacto que hace.Sin duda, volveré a por más! !"
313,"Latina, Mariscos",positive,Espectacular con muy buen servicio y esto que estaba bien lleno el lugar. 5+++ seguro volveré..... best fresh sea Food in San José with a lot of locals.,Espectacular con muy buen servicio y esto que estaba bien lleno el lugar. 5+++ seguro volveré..... best fresh sea Food in San José with a lot of locals.
314,"Churrasquería, Argentina",positive,"Buen restaurante, i ordened la entraña, estaba delicioso, el salmón no era tan bueno como el entraña, pero estaba bien.Estupendo servicio y concepto","Buen restaurante, i ordened la entraña, estaba delicioso, el salmón no era tan bueno como el entraña, pero estaba bien.Estupendo servicio y concepto"
315,"Peruana, Fusión, Gastropub",positive,"Muy buen lugar para cenar y disfrutar en pareja! Excelentes ofertas en vinos, y cocina de calidad en mariscos y carnes!","Muy buen lugar para cenar y disfrutar en pareja! Excelentes ofertas en vinos, y cocina de calidad en mariscos y carnes!"
316,"Europea, Costarricense, Fusión, Sudamericana",positive,"Tuve la oportunidad de visitar por tercera vez el restaurante en este viaje que hice desde España, como siempre la atención es excelente, el lugar sigue siendo magnífico y la vista increíble. Los precios muy accesibles y todos los camareros dispuestos a ayudar, pero en esta ocasión hay una dama la cual me dijeron es la gerente del restaurante, si mal no recuerdo se llama Marisol. Ella es una persona que en ningún momento se movió de la barra del bar y menos dejó de mirar su computador, mientras los chicos del salón estaban de un lado a otro atendiendo a las personas (lo cual admiro), ella seguía como si no hubiese nadie en el restaurante. En un momento, ya cuando decidió levantarse, a uno de los tíos del salón le llamo tan fuerte la atención que yo me di cuenta en mi mesa. Creo que no es manera de tratar a las personas y mucho menos delante de los comensales. La actitud de la Señora MARISOL no es la indicada hacia los empleados y menos para los comensales. Eso que hizo es una falta de respeto y siendo ella la cara del restaurante, el estar siempre sentada en la barra, eso no va. Me gusta mucho el lugar pero con esa señora mis ganas de volver son menores, es así como se pierden los clientes, por personas prepotentes. Quiero felicitar al chef Luis por su deliciosa comida y a su equipo de cocina que sin ellos el restaurante no sería lo mismo.No puedo dejar de comentar que me encanto el nuevo pan con especias que han implementado, a la persona de cocina que lo hace mis reconocimientos. ESTA DELICIOSO EL PAN. ","Tuve la oportunidad de visitar por tercera vez el restaurante en este viaje que hice desde España, como siempre la atención es excelente, el lugar sigue siendo magnífico y la vista increíble. Los precios muy accesibles y todos los camareros dispuestos a ayudar, pero en esta ocasión hay una dama la cual me dijeron es la gerente del restaurante, si mal no recuerdo se llama Marisol. Ella es una persona que en ningún momento se movió de la barra del bar y menos dejó de mirar su computador, mientras los chicos del salón estaban de un lado a otro atendiendo a las personas (lo cual admiro), ella seguía como si no hubiese nadie en el restaurante. En un momento, ya cuando decidió levantarse, a uno de los tíos del salón le llamo tan fuerte la atención que yo me di cuenta en mi mesa. Creo que no es manera de tratar a las personas y mucho menos delante de los comensales. La actitud de la Señora MARISOL no es la indicada hacia los empleados y menos para los comensales. Eso que hizo es una falta de respeto y siendo ella la cara del restaurante, el estar siempre sentada en la barra, eso no va. Me gusta mucho el lugar pero con esa señora mis ganas de volver son menores, es así como se pierden los clientes, por personas prepotentes. Quiero felicitar al chef Luis por su deliciosa comida y a su equipo de cocina que sin ellos el restaurante no sería lo mismo.No puedo dejar de comentar que me encanto el nuevo pan con especias que han implementado, a la persona de cocina que lo hace mis reconocimientos. ESTA DELICIOSO EL PAN. "
317,"Internacional, Estadounidense, Saludable, Centroamericana, Costarricense, Contemporánea",positive,"La comida excelente , el servicio excelente de parte de Don Nelson y todo el staff.Super recomendado .👌🏼","La comida excelente , el servicio excelente de parte de Don Nelson y todo el staff.Super recomendado .👌🏼"
318,"Mariscos, Centroamericana, Internacional, Contemporánea",positive,"Si quieres la mejor ... limón, todo es! Todo en el menú es especial y preparados. Richard y Ellie (los propietarios) salió de la cocina para saludarnos, y nos sentimos que estábamos cenando en su casa. Cenamos allí varias veces y siempre fue excelente. y ahorrar para desierto. El chanel de comida debe hacer un especial en este restaurante. hacer reservas ... el lugar es comprensiblemente ocupado.","Si quieres la mejor ... limón, todo es! Todo en el menú es especial y preparados. Richard y Ellie (los propietarios) salió de la cocina para saludarnos, y nos sentimos que estábamos cenando en su casa. Cenamos allí varias veces y siempre fue excelente. y ahorrar para desierto. El chanel de comida debe hacer un especial en este restaurante. hacer reservas ... el lugar es comprensiblemente ocupado."
319,De la India,positive,"Lindo restaurante  con variados platillos y bebidas, presentación de los platos muy bueno, bebidas grandes.","Lindo restaurante  con variados platillos y bebidas, presentación de los platos muy bueno, bebidas grandes."
320,"Latina, Bar, Centroamericana, Costarricense, Fusión",positive,"Es un sitio bastante típico y agradable, con comida sabrosa y, como nos pasó en todo Costa Rica, una atención estupenda.Es, quizás, un poco ""para guiris"", turistas que caemos por allí por casualidad o recomendado, pero con precios no demasiado por encima de la media que, en general, el caro.","Es un sitio bastante típico y agradable, con comida sabrosa y, como nos pasó en todo Costa Rica, una atención estupenda.Es, quizás, un poco ""para guiris"", turistas que caemos por allí por casualidad o recomendado, pero con precios no demasiado por encima de la media que, en general, el caro."
321,"Mariscos, Centroamericana, Internacional, Contemporánea",positive,"Richard y Nellie limón, provenientes de Miami, les encanta lo que hacen. menú innovador Super con sólo los ingredientes locales más frescos para un menú cambiante que puede ser uno de los mejores en la playa. Hemos enviado a cientos de Mead Brown clientes aquí para comentarios favorables.","Richard y Nellie limón, provenientes de Miami, les encanta lo que hacen. menú innovador Super con sólo los ingredientes locales más frescos para un menú cambiante que puede ser uno de los mejores en la playa. Hemos enviado a cientos de Mead Brown clientes aquí para comentarios favorables."
322,Café,positive,"Nos hicieron una bebida especial desde el menú ""secreto"", y fue tan bueno!!!Aunque su eran más clientes, nosotros no tuvimos que esperar mucho tiempo","Nos hicieron una bebida especial desde el menú ""secreto"", y fue tan bueno!!!Aunque su eran más clientes, nosotros no tuvimos que esperar mucho tiempo"
323,"Mariscos, Centroamericana, Internacional, Contemporánea",positive,"Nos encantó este lugar!!! Genial, casi más allá el servicio. Todo el mundo fue muy amable y nos hicieron sentir muy bienvenidos. Si usted ha estado en Costa Rica sabes lo raro es!podíamos haber pedido todas las ofertas por cierto Christian descrito. Pero nos dieron 2 aperitivos: queso azul y una ensalada kale, y 2 principales: pato, que es increíble, y el filet mignon, cócteles y una botella de vino!Mi marido es un chef y operamos un comedor privado y la comida y el servicio no sólo excelente pero estimulante ... ¿por qué no todos los restaurantes como limón, todo?Sí, era un poco caro, pero valió la pena, fue la mejor comida que tuvimos el mes entero en Costa Rica.","Nos encantó este lugar!!! Genial, casi más allá el servicio. Todo el mundo fue muy amable y nos hicieron sentir muy bienvenidos. Si usted ha estado en Costa Rica sabes lo raro es!podíamos haber pedido todas las ofertas por cierto Christian descrito. Pero nos dieron 2 aperitivos: queso azul y una ensalada kale, y 2 principales: pato, que es increíble, y el filet mignon, cócteles y una botella de vino!Mi marido es un chef y operamos un comedor privado y la comida y el servicio no sólo excelente pero estimulante ... ¿por qué no todos los restaurantes como limón, todo?Sí, era un poco caro, pero valió la pena, fue la mejor comida que tuvimos el mes entero en Costa Rica."
324,"Internacional, Estadounidense, Saludable, Centroamericana, Costarricense, Contemporánea",positive,Muchas Gracias por el excelente servicio a William quien nos atendió excelente durante nuestra estadía en The Market ! Toda la familia está muy agradecida por el buen servicio ! ,Muchas Gracias por el excelente servicio a William quien nos atendió excelente durante nuestra estadía en The Market ! Toda la familia está muy agradecida por el buen servicio ! 
325,"Estadounidense, Centroamericana, Costarricense, Café",positive,"Cada pocos años nuestra familia lleva un viaje al sur de Jaco y nos sorprendió ver el nuevo aspecto al amanecer y el nuevo personal! Muy amables y nos sentimos como en casa con nuestro desayuno enorme. excelente menú de desayuno, tuve la tortilla y fue genial! un menú variado, hay algo para todo el mundo.Algunas cosas han cambiado desde que estuvimos aquí la última, ahora no se puede fumar en restaurantes y Dan tiene totalmente modernizado Sunrise, tiene todo nuevo! Buen trabajo, no puedo esperar para volver y ver lo que viene para cenar en el piso de arriba. Gracias Dan"""" y ""tener un GRAN día"".Nos vemos PRONTO!","Cada pocos años nuestra familia lleva un viaje al sur de Jaco y nos sorprendió ver el nuevo aspecto al amanecer y el nuevo personal! Muy amables y nos sentimos como en casa con nuestro desayuno enorme. excelente menú de desayuno, tuve la tortilla y fue genial! un menú variado, hay algo para todo el mundo.Algunas cosas han cambiado desde que estuvimos aquí la última, ahora no se puede fumar en restaurantes y Dan tiene totalmente modernizado Sunrise, tiene todo nuevo! Buen trabajo, no puedo esperar para volver y ver lo que viene para cenar en el piso de arriba. Gracias Dan"""" y ""tener un GRAN día"".Nos vemos PRONTO!"
326,Churrasquería,positive,"Empezamos con el tartar de atún y seguido con un corte de lomo de 8 onzas. El bistec de tamaño... Pedimos medio raro en viene Doris. Exquisita es la palabra aquí. Este corte viene con una fresca ensalada de lechuga y no te la puedes perder. Si alguna vez te encuentras en San José, Costa Rica,... Un pequeño oeste viaje a Santa Ana y tienen esta comida. Usted no será decepcionado.","Empezamos con el tartar de atún y seguido con un corte de lomo de 8 onzas. El bistec de tamaño... Pedimos medio raro en viene Doris. Exquisita es la palabra aquí. Este corte viene con una fresca ensalada de lechuga y no te la puedes perder. Si alguna vez te encuentras en San José, Costa Rica,... Un pequeño oeste viaje a Santa Ana y tienen esta comida. Usted no será decepcionado."
327,"Estadounidense, Europea, Británica, Australiana, Costarricense, Bar, Comida rápida",positive,Vine a comer con  mis queridos  amigos y la pasamos increíble  la música increíble y deliciosa comida pero lo mejor el especial servicio  que nos brindó Jared.,Vine a comer con  mis queridos  amigos y la pasamos increíble  la música increíble y deliciosa comida pero lo mejor el especial servicio  que nos brindó Jared.
328,"Italiana, Estadounidense, Pizzería",positive,"En un país donde la comida es bastante aburrido, no utilizar muchas especias, la pizzería es el santo grial de pizzerías en el mundo. Tienen todos los ingredientes frescos, y ahora cómo hacer que te sientas como en casa lejos de casa. Hazte un favor, venga a conocer este lugar. Kevin y Joe hará que la derecha.","En un país donde la comida es bastante aburrido, no utilizar muchas especias, la pizzería es el santo grial de pizzerías en el mundo. Tienen todos los ingredientes frescos, y ahora cómo hacer que te sientas como en casa lejos de casa. Hazte un favor, venga a conocer este lugar. Kevin y Joe hará que la derecha."
329,"Latina, Internacional, Contemporánea, Centroamericana, Costarricense",positive,"En primer lugar el servicio es de excelencia. El chef sumamente cuidadoso y detallista en la elaboración de los alimentos. No existen los “No” en este restaurante, todas las necesidades que tuvimos para la elaboracion de los platillos fueron tomadas en cuenta incluso variar el platillo por necesidad de una de las personas debido a alergia a alimentos.","En primer lugar el servicio es de excelencia. El chef sumamente cuidadoso y detallista en la elaboración de los alimentos. No existen los “No” en este restaurante, todas las necesidades que tuvimos para la elaboracion de los platillos fueron tomadas en cuenta incluso variar el platillo por necesidad de una de las personas debido a alergia a alimentos."
330,"Cervecería, Bar, Pub, Gastropub, Costarricense",positive,"Nos fuimos a la zona de estar al aire libre alrededor de la cafetería de la calle lateral en Jaco a pie y nos ofrecieron el menú puddlefish cuando nos preguntó si todavía tenían vieiras que se mencionan en un comentario antiguo (no). El menú ofrece puddlefish platos pequeños y grandes platos y es bastante diferente de la sandwich menú centrado en el lado de la calle. Tuve la pasta de atún y estaba rica y sabrosa. . Uno de los platos de la mejor cocina italiana que he tenido en Costa Rica. Mi esposa tenía la ensalada Cesar con pollo y también era bueno. El pollo en su ensalada era maltratada y fritos y ofreció un crujido agradable con la ensalada. El vestirse no era bastante tradicional Caesar vestirse así que si eres un purista puede que no quiera ir con este. . Pero nos gustó.Margaritas en venta así que tuve. . . No está mal para un restaurante cervecería. . En las rocas. era bastante sabrosa.Nos fuimos temprano para cenar sin reserva y éramos la única pareja en la zona de comedor al aire libre durante la mayor parte de la comida. Esta misma zona estaba lleno la noche antes. . Así que nunca se sabe durante la temporada baja. Puede que quieras una reserva en temporada alta.En resumen: la comida al aire libre muy agradable, debido a una noche inusualmente fresca y ventiladores de techo. . La comida era buena. . . volveremos.","Nos fuimos a la zona de estar al aire libre alrededor de la cafetería de la calle lateral en Jaco a pie y nos ofrecieron el menú puddlefish cuando nos preguntó si todavía tenían vieiras que se mencionan en un comentario antiguo (no). El menú ofrece puddlefish platos pequeños y grandes platos y es bastante diferente de la sandwich menú centrado en el lado de la calle. Tuve la pasta de atún y estaba rica y sabrosa. . Uno de los platos de la mejor cocina italiana que he tenido en Costa Rica. Mi esposa tenía la ensalada Cesar con pollo y también era bueno. El pollo en su ensalada era maltratada y fritos y ofreció un crujido agradable con la ensalada. El vestirse no era bastante tradicional Caesar vestirse así que si eres un purista puede que no quiera ir con este. . Pero nos gustó.Margaritas en venta así que tuve. . . No está mal para un restaurante cervecería. . En las rocas. era bastante sabrosa.Nos fuimos temprano para cenar sin reserva y éramos la única pareja en la zona de comedor al aire libre durante la mayor parte de la comida. Esta misma zona estaba lleno la noche antes. . Así que nunca se sabe durante la temporada baja. Puede que quieras una reserva en temporada alta.En resumen: la comida al aire libre muy agradable, debido a una noche inusualmente fresca y ventiladores de techo. . La comida era buena. . . volveremos."
331,"Caribeña, Latina, Mariscos, Costarricense",positive,¡Acabo de comer en MadFish con un amigo y estaba absolutamente delicioso! Algunos de los mejores ceviche que he probado. . . ¡SIEMPRE! . . . . Y los jugos frescos. Tan bien que sentí la necesidad de hacer mi primera publicación en Trip Advisor para decirles a los demás que no DEBEN perderse este lugar.,¡Acabo de comer en MadFish con un amigo y estaba absolutamente delicioso! Algunos de los mejores ceviche que he probado. . . ¡SIEMPRE! . . . . Y los jugos frescos. Tan bien que sentí la necesidad de hacer mi primera publicación en Trip Advisor para decirles a los demás que no DEBEN perderse este lugar.
