,Tipo_Comida,Calificacion_Comentario,Comentario,Comentario corregido
447,"Peruana, Latina, Mariscos, Española, Sudamericana",negative,Pésima atención no volveré nunca. Mala comida no vale lo que cobran. Al reclamar no hubo ninguna acción de parte de la administración.,Pésima atención no volveré nunca. Mala comida no vale lo que cobran. Al reclamar no hubo ninguna acción de parte de la administración.
448,"Latina, Mariscos, Internacional, Parrilla, Costarricense",negative,"Pedimos un ribeye 3/4 el cual estuvo muy bien.Aunque las guarniciones podrían mejorar.Lo que si me desanimo completamente fue la corvina mainiere que pedí.Ya que aparte de carecer de sabor proprio de la receta o sea una receta muy mala elaborada, lo que me llamo la atención poderosamente fue como lograron desmejorar esa proteína eligiendo margarina sobre la clásica mantequilla animal que debe usarse... es lamentable ver; como por un asunto de economía un restaurante decide engañar a sus clientes para ahorrarse unos pesos por un plato que considero además estaba bien cobrado.Espero que este comentario sirva para que analicen sus inventarios y valoren el poder de los ingredientes de calidad.Debo recalcar la amabilidad y el buen servicio del personal que nos atendió. ","Aunque las guarniciones podrían mejorar.Lo que si me desanimo completamente fue la corvina mainiere que pedí.Ya que aparte de carecer de sabor proprio de la receta o sea una receta muy mala elaborada, lo que me llamo la atención poderosamente fue como lograron desmejorar esa proteína eligiendo margarina sobre la clásica mantequilla animal que debe usarse... es lamentable ver; como por un asunto de economía un restaurante decide engañar a sus clientes para ahorrarse unos pesos por un plato que considero además estaba bien cobrado.Espero que este comentario sirva para que analicen sus inventarios y valoren el poder de los ingredientes de calidad.Debo recalcar la amabilidad y el buen servicio del personal que nos atendió. "
449,"China, Asiática",negative,Yo comí ahí y me intoxique con lo que comí...pedí una sopa wantan que era asquerosa...!! Deberían clausurar esos lugares chinos donde la higiene alimentaria es deplorable..!🤢🐀,Yo comí ahí y me intoxique con lo que comí...pedí una sopa wantan que era asquerosa...!! Deberían clausurar esos lugares chinos donde la higiene alimentaria es deplorable..!🤢🐀
450,"Costarricense, Estadounidense, Sudamericana, Centroamericana",negative,"Realmente pasamos porque siempre lo veiamos al ir a Punta Leona, pero decepcionante servicio. Pedimos como entrada un plato de patacones pero llegaron hasta despues de los platos fuertes. El mesero que nos atendió parecía que un favor nos hacía. La comida nada fuera de lo común. ","Realmente pasamos porque siempre lo veiamos al ir a Punta Leona, pero decepcionante servicio. Pedimos como entrada un plato de patacones pero llegaron hasta despues de los platos fuertes. El mesero que nos atendió parecía que un favor nos hacía. La comida nada fuera de lo común. "
451,"Peruana, Latina, Mariscos",negative,"Después de ver que habían sido galardonados con premios de mejores lugares para comer y con el mejor recuerdo de restaurantes de Lima, Cusco e Ica invité a mis amigos a realizar nuestra cena en este lugar.Los anticuchos muy ricos y como entrada prometían pero luego la cena se volvió decepcionante ya que el ceviche no tenía sabor a ají ni pusieron la salsa aparte, los platos de carne estaban duros e insípidos y además desgraciadamente llegamos un día en el que jugaba Perú un partido de fútbol por lo que los cocineros gritaban palabras altisonantes y que arruinaban la atmósfera del lugar a parte de tardar más de una hora en servirnos la cena.Una pena la verdad ya que el menú no convenció a mis amigos ni a mí y la cuenta salió demasiado cara para lo recibido.","Después de ver que habían sido galardonados con premios de mejores lugares para comer y con el mejor recuerdo de restaurantes de Lima, Cusco e Ica invité a mis amigos a realizar nuestra cena en este lugar.Los anticuchos muy ricos y como entrada prometían pero luego la cena se volvió decepcionante ya que el ceviche no tenía sabor a ají ni pusieron la salsa aparte, los platos de carne estaban duros e insípidos y además desgraciadamente llegamos un día en el que jugaba Perú un partido de fútbol por lo que los cocineros gritaban palabras altisonantes y que arruinaban la atmósfera del lugar a parte de tardar más de una hora en servirnos la cena.Una pena la verdad ya que el menú no convenció a mis amigos ni a mí y la cuenta salió demasiado cara para lo recibido."
452,"Italiana, Pizzería",negative,"Fui con mi familia a La Fabricca, el peor servicio que he recibido en mucho tiempo, con decir que duraron muchísimo en venir a pedirnos aunque fuese lo que queríamos tomar... y cuando lo hicieron, el mesero sin saludar se me queda viendo y simplemente nos dice ""vaya pidiendo..."" ... sin palabras!!!Una lástima la franquicia, porque así como en Plaza Lincoln Roberto atiende súper bien, en el Este es lamentable el servicio en Freses.","Fui con mi familia a La Fabricca, el peor servicio que he recibido en mucho tiempo, con decir que duraron muchísimo en venir a pedirnos aunque fuese lo que queríamos tomar... y cuando lo hicieron, el mesero sin saludar se me queda viendo y simplemente nos dice ""vaya pidiendo..."" ... sin palabras!!!Una lástima la franquicia, porque así como en Plaza Lincoln Roberto atiende súper bien, en el Este es lamentable el servicio en Freses."
453,"Salvadoreña, Costarricense",negative,"He intentando ir varias veces ya que queda muy cerca de mi oficina, sin embargo aunque la comida es buena, en hora de almuerzo el servicio es tan lento y deficiente que ha llegado al punto donde no amerita la espera y el disgusto.Los dueños deberían tratar de solventar este aspecto tan importante para un negocio.Sin duda es más rápido que llegar a Antiguo Cuscatlán, pero tampoco se compara el sabor y variedad con las que se pueden saborear allá.","He intentando ir varias veces ya que queda muy cerca de mi oficina, sin embargo aunque la comida es buena, en hora de almuerzo el servicio es tan lento y deficiente que ha llegado al punto donde no amerita la espera y el disgusto.Los dueños deberían tratar de solventar este aspecto tan importante para un negocio.Sin duda es más rápido que llegar a Antiguo Cuscatlán, pero tampoco se compara el sabor y variedad con las que se pueden saborear allá."
454,Fusión,negative,"Lamentablemente ir con mucha espectativa no fue buena idea , servicio rápido, salonero desconcentrado, menú variado pero a la vista porque , no podían servir ningun tipo de licor (no advierten al cliente), sopa de cebolla en menú (no existente porque la van a cambiar), kefir con frutos rojos ( el unico de la lista q no existía) todo lo q pedía no existía , solocitamos bebidas sin ningún tipo de endulzante ambas bebidas con miel de abeja (( el mundo alreves)) ahhhh y como si fuera poco!!! La sopa de vegetales estaba agria es decir descompuesta (OMG)","Lamentablemente ir con mucha espectativa no fue buena idea , servicio rápido, salonero desconcentrado, menú variado pero a la vista porque , no podían servir ningun tipo de licor (no advierten al cliente), sopa de cebolla en menú (no existente porque la van a cambiar), kefir con frutos rojos ( el unico de la lista q no existía) todo lo q pedía no existía , solocitamos bebidas sin ningún tipo de endulzante ambas bebidas con miel de abeja (( el mundo alreves)) ahhhh y como si fuera poco!!! La sopa de vegetales estaba agria es decir descompuesta (OMG)"
455,"Latina, Centroamericana, Costarricense",negative,"Fuimos hoy a conocer el lugar, y que vista tan linda, del Valle central pero solo eso fue lo bueno, por otra parte que concepto de cocina tradicional costarricense tiene está gente por Dios? Una cosa es el concepto ""rústico"" y otro la falta de aseo, comida preparada con el menor de los afectos y cuidados, precios inflados comparados con los restaurantes más exquisitos del país y además de todo, servidos en platos de dudosa procedencia higiénica, los baños huelen mal y son incómodos además de muy mal decorados, una cosa es la decoración rústica y otra es esforzarse lo mínimo porque las cosas se vean limpias.Pésimo al que me pregunte le diré que no se pierda su dinero yendo ahí. Ojo al plato de hierro raspado servido de frijoles apelmazados nunca molidos. Deplorables condiciones para nunca volver","Fuimos hoy a conocer el lugar, y que vista tan linda, del Valle central pero solo eso fue lo bueno, por otra parte que concepto de cocina tradicional costarricense tiene está gente por Dios? Una cosa es el concepto ""rústico"" y otro la falta de aseo, comida preparada con el menor de los afectos y cuidados, precios inflados comparados con los restaurantes más exquisitos del país y además de todo, servidos en platos de dudosa procedencia higiénica, los baños huelen mal y son incómodos además de muy mal decorados, una cosa es la decoración rústica y otra es esforzarse lo mínimo porque las cosas se vean limpias.Pésimo al que me pregunte le diré que no se pierda su dinero yendo ahí. Ojo al plato de hierro raspado servido de frijoles apelmazados nunca molidos. Deplorables condiciones para nunca volver"
456,Coreana,negative,"No es mi primera visita, pero muy probablemente la última, al menos si soy yo quien deba pagar la totalidad de la cuenta o una parte de ella. Explicaré por qué. Siempre me pareció que la comida no ameritaba lo que pagaba, pero en fin, un restaurante de moda en un lugar de moda y presentación vistosa. Esta vez, domingo pasado, fuimos cuatro personas a almorzar, llegamos alrededor de la 1:00. Luego de muchos meses me encuentro un restaurante muy desmejorado: los pisos ya perdieron su limpieza y brillo, ahora se ven empañados y feos. El frasco de salsa en la mesa todo cubierto de huellas, parecía que nunca hubiera sido limpiado. El salonero hizo su trabajo pero nunca hizo conexión con nosotros, como si no quisiera estar ahí, como aburrido; lo siento, no es algo personal. Pedimos: Cerveza; Pineapple Cooler; Egg roll (hubo que cambiarlos por Spring roll); Chicken Lettuce Wraps; Sweet & Sour Pork; Mongolian Beef; Crispy Honey Shrimp; Singapore Street Noddles; Cream Cheese Wontons.El Egg Roll, promoción de 4 piezas, vino nadando en aceite (ver foto) y la explicación pueril es que aunque lo escurren, en el interior acumula mucho aceite y se mantiene chorreando; así que ofrecieron cambiarlo por Spring Roll, estuve de acuerdo en cambiarlo. El Mongolian Beef comible pero ni fú ni fá. El Sweet & Sour Pork con un rebozado excesivo al igual que el Crispy Honey Shrimp, que además no tenía nada de crujiente. Ambos platos insípidos y se destacaba solamente el sabor del rebozado. El arroz blanco acompañante… seco, muy seco, frío y aspecto de estar hecho desde la madrugada (apenas era alrededor de la 1:30).Los precios de las bebidas son absurdamente altos.Comida corriente y servicio mediocre con precio Premium.","No es mi primera visita, pero muy probablemente la última, al menos si soy yo quien deba pagar la totalidad de la cuenta o una parte de ella. Explicaré por qué. Siempre me pareció que la comida no ameritaba lo que pagaba, pero en fin, un restaurante de moda en un lugar de moda y presentación vistosa. Esta vez, domingo pasado, fuimos cuatro personas a almorzar, llegamos alrededor de la 1:00. Luego de muchos meses me encuentro un restaurante muy desmejorado: los pisos ya perdieron su limpieza y brillo, ahora se ven empañados y feos. El frasco de salsa en la mesa todo cubierto de huellas, parecía que nunca hubiera sido limpiado. El salonero hizo su trabajo pero nunca hizo conexión con nosotros, como si no quisiera estar ahí, como aburrido; lo siento, no es algo personal. Pedimos: Cerveza; Pineapple Cooler; Egg roll (hubo que cambiarlos por Spring roll); Chicken Lettuce Wraps; Sweet & Sour Pork; Mongolian Beef; Crispy Honey Shrimp; Singapore Street Noddles; Cream Cheese Wontons.El Egg Roll, promoción de 4 piezas, vino nadando en aceite (ver foto) y la explicación pueril es que aunque lo escurren, en el interior acumula mucho aceite y se mantiene chorreando; así que ofrecieron cambiarlo por Spring Roll, estuve de acuerdo en cambiarlo. El Mongolian Beef comible pero ni fú ni fá. El Sweet & Sour Pork con un rebozado excesivo al igual que el Crispy Honey Shrimp, que además no tenía nada de crujiente. Ambos platos insípidos y se destacaba solamente el sabor del rebozado. El arroz blanco acompañante… seco, muy seco, frío y aspecto de estar hecho desde la madrugada (apenas era alrededor de la 1:30).Los precios de las bebidas son absurdamente altos.Comida corriente y servicio mediocre con precio Premium."
457,"Mediterránea, Costarricense",negative,"Que favor tan bajo hacen a Mejico...Restaurante situado en la puerta del Gran Hotel de Costa Rica.Cuando llegamos nos sentaron en una mesa con toda la mantelería sucia, pedimos un cambio ya que ésto pasa por ser un restaurante de alto nivel y los precios de la carta a eso apuntan, nos cambiaron aunque no para mucho mejor como se ve en la foto.Servicio muy amable que nos avisó que en el pollo con mole poblano mejor cogiese pechuga pues el muslo solo llevaba la patita!!! 15$ costaba el plato.Por suerte la comida estaba buena.","Que favor tan bajo hacen a Mejico...Restaurante situado en la puerta del Gran Hotel de Costa Rica.Cuando llegamos nos sentaron en una mesa con toda la mantelería sucia, pedimos un cambio ya que ésto pasa por ser un restaurante de alto nivel y los precios de la carta a eso apuntan, nos cambiaron aunque no para mucho mejor como se ve en la foto.Servicio muy amable que nos avisó que en el pollo con mole poblano mejor cogiese pechuga pues el muslo solo llevaba la patita!!! 15$ costaba el plato."
458,"Churrasquería, Mariscos",negative,"El sitio me encanta, no en vano el restaurante está en el Hotel Intercontinental sin embargo siempre salgo decepcionado. Definitivamente el hotel no pone los medios para mejorar la materia prima. Tienen dos tipos de lomito nacional y de importación, siempre dicen lo mismo cuando les dices que no es buena carne: te dicen, gracias por su comentario lo trasladaremos para mejorar. En la parrilla uno ve que el personal no está muy motivado. En fin el sitio me gusta pero la carne muy mala. Por tanto caro y malo.","El sitio me encanta, no en vano el restaurante está en el Hotel Intercontinental sin embargo siempre salgo decepcionado. Definitivamente el hotel no pone los medios para mejorar la materia prima. Tienen dos tipos de lomito nacional y de importación, siempre dicen lo mismo cuando les dices que no es buena carne: te dicen, gracias por su comentario lo trasladaremos para mejorar. En la parrilla uno ve que el personal no está muy motivado. En fin el sitio me gusta pero la carne muy mala. Por tanto caro y malo."
459,"Estadounidense, Bar, Saludable, Centroamericana, Costarricense, Internacional",negative,"Intenté en varias ocasiones para realizar una reserva en verde para mí y mi esposa en dos casos y teníamos una reserva hecha para 14 personas para la semana siguiente. Yo había especificado que quería estas reservas en el restaurante para ver las bandas cuando jugaron.El personal de asientos de primera resurvation me informó de que tenía un cumpleaños especial thety y tengo que tomar una mesa saliendo del restaurante, lejos de la animación. Acepté y me senté tranquilamente al lado de la carretera. No es una gran segunda vez vine a la habitación verde, el hombre estar informado de nuevo que, debido a un inesperado partido sería imposible asiento en el restaurante nuevo me y querían volver afuera y sentarte en historias al lado de la carretera. NO hay posibilidad de ver la animación de nuevo. Me negué, y les recordamos que habíamos dijo concretamente que queríamos estar sentado dentro cuando hicimos la reserva. Este fue de nuevo imposible debido a una gran fiesta que iban a celebrar la noche del sábado. . Esta vez la historia me impactó como a su ""Normal"" para que la gente no lo brushoff están en su ""en multitud"". Yo me negué y cancelaron mi reserva para 14. No estoy invitando a la gente a comer más 12 y ver si son de entretenimiento va a ser atrapado fuera sin vista y música compitiendo con tráfico de sábado por la noche.Así que si estás en el ""interior"" de la puerta verde, entonces tu asiento. Si eres un viajero, espera a ser sentado afuera sin un verdadero entretenimiento. Se obtiene el pago de la misma los precios de la comida y la bebida.","Intenté en varias ocasiones para realizar una reserva en verde para mí y mi esposa en dos casos y teníamos una reserva hecha para 14 personas para la semana siguiente. Yo había especificado que quería estas reservas en el restaurante para ver las bandas cuando jugaron.El personal de asientos de primera resurvation me informó de que tenía un cumpleaños especial thety y tengo que tomar una mesa saliendo del restaurante, lejos de la animación. Acepté y me senté tranquilamente al lado de la carretera. No es una gran segunda vez vine a la habitación verde, el hombre estar informado de nuevo que, debido a un inesperado partido sería imposible asiento en el restaurante nuevo me y querían volver afuera y sentarte en historias al lado de la carretera. NO hay posibilidad de ver la animación de nuevo. Me negué, y les recordamos que habíamos dijo concretamente que queríamos estar sentado dentro cuando hicimos la reserva. Este fue de nuevo imposible debido a una gran fiesta que iban a celebrar la noche del sábado. . Esta vez la historia me impactó como a su ""Normal"" para que la gente no lo brushoff están en su ""en multitud"". Yo me negué y cancelaron mi reserva para 14. No estoy invitando a la gente a comer más 12 y ver si son de entretenimiento va a ser atrapado fuera sin vista y música compitiendo con tráfico de sábado por la noche.Así que si estás en el ""interior"" de la puerta verde, entonces tu asiento. Si eres un viajero, espera a ser sentado afuera sin un verdadero entretenimiento. Se obtiene el pago de la misma los precios de la comida y la bebida."
460,"Italiana, Pizzería",negative,"No es la primera vez que visitó este lugar, anteriormente había tenido tantas experiencias agradables, no solo en servicio ,sino en la pizza ,la cual siempre me pareció de las mejores, sin embargo quedé decepcionado de ver que la calidad bajó considerablemente, tampoco es que me arriesgué pidiendo un plato diferente, NO! Pedí exactamente lo mismo para ir a lo seguro (Don Kiko), me pareció que estaban ahorrando los alimentos porque la pizza solo tenía dos pequeños pedazos de lomito y hasta la cebolla que supuestamente es caramelizada estaba medio cruda.Ojalá que tomen acciones y cuiden la calidad, más que se están expandiendo en otras partes del país! Esta vez me pareció demasiado caro comparado con lo que me comí.","No es la primera vez que visitó este lugar, anteriormente había tenido tantas experiencias agradables, no solo en servicio ,sino en la pizza ,la cual siempre me pareció de las mejores, sin embargo quedé decepcionado de ver que la calidad bajó considerablemente, tampoco es que me arriesgué pidiendo un plato diferente, NO! Pedí exactamente lo mismo para ir a lo seguro (Don Kiko), me pareció que estaban ahorrando los alimentos porque la pizza solo tenía dos pequeños pedazos de lomito y hasta la cebolla que supuestamente es caramelizada estaba medio cruda.Ojalá que tomen acciones y cuiden la calidad, más que se están expandiendo en otras partes del país! Esta vez me pareció demasiado caro comparado con lo que me comí."
461,"Francesa, Internacional",negative,"Fuimos con mucha ilusión debido a las buenas críticas, pero nuestra experiencia fue traumática, sobre todo por la pésima atención de la mesera y del mesero quienes nos atendieron con mala cara, con desprecio incluso, y se portaban como si estuvieran en la cocina de su casa con su familia. Y la comida, bueno, nada, como un casado de una soda del mercado (que seguro son mejores). Salimos corriendo, con la duda de si habríamos recibido esa descortesía absoluta por ser dos mujeres. De francés solo el nombre, por si acaso.","Fuimos con mucha ilusión debido a las buenas críticas, pero nuestra experiencia fue traumática, sobre todo por la pésima atención de la mesera y del mesero quienes nos atendieron con mala cara, con desprecio incluso, y se portaban como si estuvieran en la cocina de su casa con su familia. Y la comida, bueno, nada, como un casado de una soda del mercado (que seguro son mejores). Salimos corriendo, con la duda de si habríamos recibido esa descortesía absoluta por ser dos mujeres. De francés solo el nombre, por si acaso."
462,Estadounidense,negative,"Decidimos ir almorzar un viernes para festejar el cumpleaños de una amiga, lamentablemente desde el inicio hasta el final fue una desilusión completa. El mesero tenía una prisa por atender y una actitud ligeramente grosera durante todo el servicio. La solicitud fueron unos tacos de camarón picantes que llegaron sin picante y como los tacos solo eran camarones sin sabor con repollo solicito limón adicional y la respuesta fue "" yo se lo traigo pero se lo tengo que cobrar"". Posteriormente solicito una bebida adicional y me traen otra y la respuesta es que no sabía que estaba tomando... Entre la espera por la comida y la espera de la cuenta tardaron más de 45 minutos...conclusión muy mal servicio, mala atención y una pésima opción para un almuerzo de cumpleaños.","Decidimos ir almorzar un viernes para festejar el cumpleaños de una amiga, lamentablemente desde el inicio hasta el final fue una desilusión completa. El mesero tenía una prisa por atender y una actitud ligeramente grosera durante todo el servicio. La solicitud fueron unos tacos de camarón picantes que llegaron sin picante y como los tacos solo eran camarones sin sabor con repollo solicito limón adicional y la respuesta fue "" yo se lo traigo pero se lo tengo que cobrar"". Posteriormente solicito una bebida adicional y me traen otra y la respuesta es que no sabía que estaba tomando... Entre la espera por la comida y la espera de la cuenta tardaron más de 45 minutos...conclusión muy mal servicio, mala atención y una pésima opción para un almuerzo de cumpleaños."
463,"Churrasquería, Argentina",negative,"Realmente me gustaría haber probado, pero el horario publicado en tripasvisor es. Se dice que cerca de la medianoche. Llegué a las 10:30 y la cocina ya estaba cerrada. Cuando se lo hice saber a la persona que tuvieron el mal publicado en tripadvisor esperaba que al menos diga ""miraremos y arreglarlo"". En su lugar, argumentó que estaba equivocado y que el programa está claramente pone en su puerta. No estoy seguro de cómo me debía ver que desde mi casa a 3 millas de distancia.","Realmente me gustaría haber probado, pero el horario publicado en tripasvisor es. Se dice que cerca de la medianoche. Llegué a las 10:30 y la cocina ya estaba cerrada. Cuando se lo hice saber a la persona que tuvieron el mal publicado en tripadvisor esperaba que al menos diga ""miraremos y arreglarlo"". En su lugar, argumentó que estaba equivocado y que el programa está claramente pone en su puerta. No estoy seguro de cómo me debía ver que desde mi casa a 3 millas de distancia."
464,"Internacional, Estadounidense, Saludable, Centroamericana, Costarricense, Contemporánea",negative,"La comida es normal pero es recurrente el pésimo servicio. Meseros que se les olvida los platos, se equivocan en tu orden, algunas mesas se mueven, los meseros Nunca atienden, se equivocan en lo platos además que no siempre, el mismo plato tiene el misma sabor. Realmente si no tiene la tarjeta de descuento NUNCA VAYAN, no vale la pena por el precio que se paga, evítese la molestia. ","La comida es normal pero es recurrente el pésimo servicio. Meseros que se les olvida los platos, se equivocan en tu orden, algunas mesas se mueven, los meseros Nunca atienden, se equivocan en lo platos además que no siempre, el mismo plato tiene el misma sabor. Realmente si no tiene la tarjeta de descuento NUNCA VAYAN, no vale la pena por el precio que se paga, evítese la molestia. "
465,"Latina, Mariscos, Centroamericana, Costarricense",negative,El servicio y el manejo de los marisco no es el mejor,El servicio y el manejo de los marisco no es el mejor
466,"Internacional, Costarricense",negative,"Esperamos nuestra comida durante 25 minutos, cuando vimos que no venía nos levantamos a pagar los refrescos que era lo único que nos sirvieron y nadie se preocupó de lo que estaba pasando. Muy tranquilamente nos cobraron los refrescos y nada más, seguramente porque esto pasa muy comúnmente en este lugar. El lugar no es bonito ni nada por el estilo, solo es famoso por tener promociones de comida a bajo precio pero si hay que esperar 25 minutos o más por la comida no creo que tenga sentido. No creo volver a este lugar.","Esperamos nuestra comida durante 25 minutos, cuando vimos que no venía nos levantamos a pagar los refrescos que era lo único que nos sirvieron y nadie se preocupó de lo que estaba pasando. Muy tranquilamente nos cobraron los refrescos y nada más, seguramente porque esto pasa muy comúnmente en este lugar. El lugar no es bonito ni nada por el estilo, solo es famoso por tener promociones de comida a bajo precio pero si hay que esperar 25 minutos o más por la comida no creo que tenga sentido. No creo volver a este lugar."
467,"Bar, Centroamericana, Pub, Costarricense",negative,"Mi comida como celíaca fue buena y abundante , las otras personas que estaban conmigo también les gustó la comida, el problema fue la bebida pidieron cerveza , les ofrecieron cerveza artesanal , usualmente se sirve en vaso o jarro pero no en una Copa de vino , la cantidad de cerveza en una Copa era poca y encima cara ,no creo que vuelva ,hay otros lugares muy lindos y más economicos, se paga la zona cuando se va a apotecario","el problema fue la bebida pidieron cerveza , les ofrecieron cerveza artesanal , usualmente se sirve en vaso o jarro pero no en una Copa de vino , la cantidad de cerveza en una Copa era poca y encima cara ,no creo que vuelva ,hay otros lugares muy lindos y más economicos, se paga la zona cuando se va a apotecario"
468,"Latina, Fuente de soda, Centroamericana, Costarricense",negative,sucio siempre,sucio siempre
469,Churrasquería,negative,"He oído hablar de este lugar por bastante tiempo queríamos y de probarlo así que sugerí que a mis colegas de la oficina para mi cena de despedida. El servicio, el pan y las bebidas estaban muy bien, pero el plato principal no. Pedí el filete de Lomo o de lo contrario sé como entrecot que no estaba hecho correctamente y la carne falta en sabor. Para mí el restaurante está sobrevalorado y la comida no es tan buena como su principal competidor Furca.","He oído hablar de este lugar por bastante tiempo queríamos y de probarlo así que sugerí que a mis colegas de la oficina para mi cena de despedida. El servicio, el pan y las bebidas estaban muy bien, pero el plato principal no. Pedí el filete de Lomo o de lo contrario sé como entrecot que no estaba hecho correctamente y la carne falta en sabor. Para mí el restaurante está sobrevalorado y la comida no es tan buena como su principal competidor Furca."
470,Estadounidense,negative,La comida no es la misma de antes! Pedí el Monterrey chicken y Texas jalapeños fries estuvieron fatales! No volveré!,La comida no es la misma de antes! Pedí el Monterrey chicken y Texas jalapeños fries estuvieron fatales! No volveré!
471,"Estadounidense, Bar, Pub, Centroamericana",negative,"Freír la masa de una ""pizza"" no es una buena opción, si quieren hacerlo póngale otro nombre, no engañen a la gente diciendo que es pizza porque es tortilla tostada con queso. La hamburguesa fatal con bistec en lugar de torta estuvo muy fea. Hongos ni hablar. No deberían de llamarse gastropub cuando las variaciones que hacen están terriblemente mal. Y demasiado caro! ","Freír la masa de una ""pizza"" no es una buena opción, si quieren hacerlo póngale otro nombre, no engañen a la gente diciendo que es pizza porque es tortilla tostada con queso. La hamburguesa fatal con bistec en lugar de torta estuvo muy fea. Hongos ni hablar. No deberían de llamarse gastropub cuando las variaciones que hacen están terriblemente mal. Y demasiado caro! "
472,"Bar, Estadounidense",negative,"Decidí ir a Henry's con mi primo que estaba de visita desde Estados Unidos. Ya que estábamos viendo el partido, decidimos tomar algunas cervezas. Como de costumbre, el camarero nos preguntó a ver nuestro ID, pero no acepta el id de mi primo por ser un extranjero, aunque ella es de 19 años. Me dije que si ella era un extranjero que tenía que llevar su pasaporte actual, lo que me parece completamente absurda, ya que es muy fácil perder un pasaporte. Si vas a tratar a sus clientes extranjeros en tales sentidos, entonces te vas a asustar más probable es que lejos de los turistas. Así que en vez de pedir cervezas, acabamos de agua. Después de que pedimos tres aperitivos, que duró 30 minutos para estar listo, y tres vasos de agua simple que duró 45 minutos para llegar a la mesa. Por el precio, creo que el servicio era terrible, y los turistas no son tratados correctamente. No cabe duda de que no volveríamos.","Decidí ir a Henry's con mi primo que estaba de visita desde Estados Unidos. Ya que estábamos viendo el partido, decidimos tomar algunas cervezas. Como de costumbre, el camarero nos preguntó a ver nuestro ID, pero no acepta el id de mi primo por ser un extranjero, aunque ella es de 19 años. Me dije que si ella era un extranjero que tenía que llevar su pasaporte actual, lo que me parece completamente absurda, ya que es muy fácil perder un pasaporte. Si vas a tratar a sus clientes extranjeros en tales sentidos, entonces te vas a asustar más probable es que lejos de los turistas. Así que en vez de pedir cervezas, acabamos de agua. Después de que pedimos tres aperitivos, que duró 30 minutos para estar listo, y tres vasos de agua simple que duró 45 minutos para llegar a la mesa. Por el precio, creo que el servicio era terrible, y los turistas no son tratados correctamente. No cabe duda de que no volveríamos."
473,"Latina, Bar, Centroamericana, Costarricense, Fusión",negative,"no 24/7 como se anunció, mi marido y yo habíamos ido a una película tarde y queríamos algo diferente después. .. decidido a conseguir algo de comida típica. Nos recordaba haber visto que este restaurante ofrece 24/7 típico de comida ... Cuando llegamos a 1145 h vimos las puertas cerradas. .. Pero la gente dentro. entramos y nos envió lejos bastante grosera. Nos dijeron que durante los últimos meses han estado cierre a las 12:00 pm. Nos dejaron insatisfechas. No fue hasta la medianoche y clientes fueron rechazadas.Yo no recomendaría este lugar.","no 24/7 como se anunció, mi marido y yo habíamos ido a una película tarde y queríamos algo diferente después. .. decidido a conseguir algo de comida típica. Nos recordaba haber visto que este restaurante ofrece 24/7 típico de comida ... Cuando llegamos a 1145 h vimos las puertas cerradas. .. Pero la gente dentro. entramos y nos envió lejos bastante grosera. Nos dijeron que durante los últimos meses han estado cierre a las 12:00 pm. Nos dejaron insatisfechas. No fue hasta la medianoche y clientes fueron rechazadas.Yo no recomendaría este lugar."
474,Mariscos,negative,"Como mejillones pedimos el primer plato. . . . Tuve que usar un cuchillo para cortar ellos eran tan malos. Salsa sólo sin problema. Pan era una versión italiana de pan, sin sustancia, barato. No había nada de ambiente y los camareros parecían aburridos y desinteresado. No hay sonrisas, nunca preguntó cómo estaba la comida. Se vierte en el vino pequeño. Sinceramente, nunca he tenido una experiencia tan desalmado en Costa Rica y he vivido aquí durante 12 años y he comido en innumerables restaurantes encantadores. Y carísima. $45. . Dos vasos de vino, una app, y agua embotellada. . .","Como mejillones pedimos el primer plato. . . . Tuve que usar un cuchillo para cortar ellos eran tan malos. Salsa sólo sin problema. Pan era una versión italiana de pan, sin sustancia, barato. No había nada de ambiente y los camareros parecían aburridos y desinteresado. No hay sonrisas, nunca preguntó cómo estaba la comida. Se vierte en el vino pequeño. Sinceramente, nunca he tenido una experiencia tan desalmado en Costa Rica y he vivido aquí durante 12 años y he comido en innumerables restaurantes encantadores. Y carísima. $45. . Dos vasos de vino, una app, y agua embotellada. . ."
475,N/E,negative,Carl s JR Guadalupe. Roban producto...El pasado sábado 9 de enero compre unas hamburguesas para llevar a casa. Al llegar faltaba una hamburguesa. Llamamos unas 15 veces y nadie en dicho Rest. nos dio explicación. Envié un mensaje a su Gerente de país el Sr. Andrés Flascher y al día de hoy sin respuesta. Gerente país y su personal...Una vergüenza. ,Carl s JR Guadalupe. Roban producto...El pasado sábado 9 de enero compre unas hamburguesas para llevar a casa. Al llegar faltaba una hamburguesa. Llamamos unas 15 veces y nadie en dicho Rest. nos dio explicación. Envié un mensaje a su Gerente de país el Sr. Andrés Flascher y al día de hoy sin respuesta. Gerente país y su personal...Una vergüenza. 
476,"Italiana, Pizzería, Internacional",negative,Los precios altos y mala relación calidad-precio. Los nachos como entrada son demasiado caros y demasiado cursi ... los platos de marisco son también es muy cara y no vale la pena el dinero. Es mejor evitar comer platos de mariscos - quizás la pizza y platos de pasta están mejor ... no recomendaría este restaurante,Los precios altos y mala relación calidad-precio. Los nachos como entrada son demasiado caros y demasiado cursi ... los platos de marisco son también es muy cara y no vale la pena el dinero. Es mejor evitar comer platos de mariscos - quizás la pizza y platos de pasta están mejor ... no recomendaría este restaurante
