,Tipo_Comida,Calificacion_Comentario,Comentario,Comentario corregido
286,"Latina, Centroamericana, Costarricense",negative,"Pésimo servicio, Ayer 4 de octubre de 2016, fui hoy con mi esposo y una tía que tiene más de 40 años de vivir en el extranjero, ellos dos decidieron el plato buffet, cuál fue mi sorpresa que por agarrar algo de comer del plato de mi esposo el mesero ( que llevaba ratos vigilando mis movimientos) se acercó para decirme que yo debía pagar los $32 dólares por el servicio buffet por lo que estaba comiendo de su plato. Ósea, me obligaron a pagar ese dinero por solo probar un bocadillo; sólo faltó que me cobraran también porque mi hijo de 1 año y 8 meses también probó de su plato. Una cuenta por pagar para el olvido.","Pésimo servicio, Ayer 4 de octubre de 2016, fui hoy con mi esposo y una tía que tiene más de 40 años de vivir en el extranjero, ellos dos decidieron el plato buffet, cuál fue mi sorpresa que por agarrar algo de comer del plato de mi esposo el mesero ( que llevaba ratos vigilando mis movimientos) se acercó para decirme que yo debía pagar los $32 dólares por el servicio buffet por lo que estaba comiendo de su plato. Ósea, me obligaron a pagar ese dinero por solo probar un bocadillo; sólo faltó que me cobraran también porque mi hijo de 1 año y 8 meses también probó de su plato. Una cuenta por pagar para el olvido."
287,"Estadounidense, Churrasquería",negative,"He sido un cliente frecuente de este lugar, pero me llevé una gran decepción en mi última visita. Primero, remodelaron pasando de una atmósfera cálida a un estilo moderno sumamente frío. Y lo peor, abrieron el lugar sin haber terminado la remodelación, entonces habían lugares sin terminar. Una falta de respeto para los clientes. Segundo. La comida desmejoró significativamente tanto en sabor como en presentación. Y por último el servicio también desmejoró. Perdieron un cliente. ","He sido un cliente frecuente de este lugar, pero me llevé una gran decepción en mi última visita. Primero, remodelaron pasando de una atmósfera cálida a un estilo moderno sumamente frío. Y lo peor, abrieron el lugar sin haber terminado la remodelación, entonces habían lugares sin terminar. Una falta de respeto para los clientes. Segundo. La comida desmejoró significativamente tanto en sabor como en presentación. Y por último el servicio también desmejoró. Perdieron un cliente. "
288,"Italiana, Pizzería",negative,"Fuimos con unos amigos, tardaron mucho en servirnos, no nos llevaron una ensalada y pretendían cobrarla, y cobran las pequeñas muestras de queso y pesto.No lo recomiendo en lo más  mínimo","Fuimos con unos amigos, tardaron mucho en servirnos, no nos llevaron una ensalada y pretendían cobrarla, y cobran las pequeñas muestras de queso y pesto.No lo recomiendo en lo más  mínimo"
289,"Latina, Bar, Centroamericana, Costarricense, Fusión",negative,"Muy Caro!! prefiero ir al mercado central, tiene mejor comida y a un mejor precio. Este es el Tipico restaurante que vende comida ""tipica"" a precio internacional","Muy Caro!! prefiero ir al mercado central, tiene mejor comida y a un mejor precio. Este es el Tipico restaurante que vende comida ""tipica"" a precio internacional"
290,"Estadounidense, Bar, Pub, Centroamericana",negative,"Hace un par de semanas visite el lugar (ubicado en Barrio Escalante) con mi primo y mi hermano. Pedi unas alitas de pollo. La mayoria estaban mal cocinadas (rosadas por dentro y otras con sangre), dejamos mas de la mitad del plato sin consumir y reportamos el inconveniente. La respuesta por parte de la cocina fue nula y nos cobraron el consumo de las mismas, lo cual me parecio muy mal y me dejo una pesima impresion del lugar. Tienen una buena opcion de cervezas, sin embargo el precio de las mismas es absurdamente caro. Con respecto al servicio al cliente es lento. Es poco probable que vuelva a este lugar.","Hace un par de semanas visite el lugar (ubicado en Barrio Escalante) con mi primo y mi hermano. Pedi unas alitas de pollo. La mayoria estaban mal cocinadas (rosadas por dentro y otras con sangre), dejamos mas de la mitad del plato sin consumir y reportamos el inconveniente. La respuesta por parte de la cocina fue nula y nos cobraron el consumo de las mismas, lo cual me parecio muy mal y me dejo una pesima impresion del lugar. Tienen una buena opcion de cervezas, sin embargo el precio de las mismas es absurdamente caro. Con respecto al servicio al cliente es lento. Es poco probable que vuelva a este lugar."
291,"Peruana, Sudamericana",negative,"Hace un año lo visité y el sazón de la comida peruana fue éxito; ahora regreso y me encuentro un pobre sabor, platos sencillos y estúpidamente caros! Nada recomendable","Hace un año lo visité y el sazón de la comida peruana fue éxito; ahora regreso y me encuentro un pobre sabor, platos sencillos y estúpidamente caros! Nada recomendable"
292,"Internacional, Centroamericana",negative,"El sitio es muy bonito la verdad pero la calidad de la comida no es fresca, sobretodo del pescado (que además estaba súper seco).","pero la calidad de la comida no es fresca, sobretodo del pescado (que además estaba súper seco)."
293,"Café, Contemporánea, Saludable, Sudamericana",negative,"Tienen opciones ""veganizables"". Ordené una quesadilla vegana, esperé y lo que me dieron fue una quesadilla con pollo, cuando le expliqué al mesero muy amablemente fue a exponerle al Chef mi punto, pasaron al menos unos 15 minutos, el mesero regresó y me dijo que según le decía el chef era un sustituto de pollo. Pero realmente todo era muy sospechoso y extraño, y pues era muy claro que era pollo. Al final cocinaron una de falafel (la pedí para llevar porque no me la comería por desconfianza y pues ya había pagado).Me llevé un trozo del pollo para mostrarlo a otras personas que también me confirmaron que el ""pollo vegano"" era pollo realmente. Hubiera preferido que se disculparan por el error (que puede pasar) y no que trataran de ocultarlo.","Tienen opciones ""veganizables"". Ordené una quesadilla vegana, esperé y lo que me dieron fue una quesadilla con pollo, cuando le expliqué al mesero muy amablemente fue a exponerle al Chef mi punto, pasaron al menos unos 15 minutos, el mesero regresó y me dijo que según le decía el chef era un sustituto de pollo. Pero realmente todo era muy sospechoso y extraño, y pues era muy claro que era pollo. Al final cocinaron una de falafel (la pedí para llevar porque no me la comería por desconfianza y pues ya había pagado).Me llevé un trozo del pollo para mostrarlo a otras personas que también me confirmaron que el ""pollo vegano"" era pollo realmente. Hubiera preferido que se disculparan por el error (que puede pasar) y no que trataran de ocultarlo."
294,"China, Asiática",negative,"sucio, comida apesta, mal servicio, extremadamente caro para no había razónnunca volveremos allí. pruebalocal Puntarenas refrescos , son mucho mejor que este lugar","sucio, comida apesta, mal servicio, extremadamente caro para no había razónnunca volveremos allí. pruebalocal Puntarenas refrescos , son mucho mejor que este lugar"
295,"Latina, Centroamericana, Costarricense, Saludable",negative,he venido a Secondo Pollo del Monte desde hace años. Tiene la reputación de ser el mejor lugar para comer pollo asado en Costa Rica. anoche fue una decepción total. Nuestro pollo dieron a nosotros en menos de 5 minutos. frío. seco. aburrido. Habíamos pedido una plato de Yucca frita. La Yucca era delicioso pero fue preparada en pedazos en vez de en el tamaño de las patatas fritas. El resultado neto eran yucas floury con un poco de un borde de amigo. Me lo pensaría dos veces antes de volver a Secondo Pollo del Monte. El lugar utilizado para ser un excelente y simple lugar familiar. Ayer fue muy decepcionante. Lo más destacado son las cervezas frías.,he venido a Secondo Pollo del Monte desde hace años. Tiene la reputación de ser el mejor lugar para comer pollo asado en Costa Rica. anoche fue una decepción total. Nuestro pollo dieron a nosotros en menos de 5 minutos. frío. seco. aburrido. Habíamos pedido una plato de Yucca frita. La Yucca era delicioso pero fue preparada en pedazos en vez de en el tamaño de las patatas fritas. El resultado neto eran yucas floury con un poco de un borde de amigo. Me lo pensaría dos veces antes de volver a Secondo Pollo del Monte. El lugar utilizado para ser un excelente y simple lugar familiar. Ayer fue muy decepcionante. Lo más destacado son las cervezas frías.
296,"Mariscos, Costarricense, Caribeña, Latina, Española, Sudamericana",negative,"Aparte de comida mala carísima, pedí una corvina y parecía tilapia tostada llena de mantequilla, arroz blanco con sal, ni una ramita de perejil, y tras de eso carísimo más de 7.000 colones sin fresco, nunca más.","Aparte de comida mala carísima, pedí una corvina y parecía tilapia tostada llena de mantequilla, arroz blanco con sal, ni una ramita de perejil, y tras de eso carísimo más de 7.000 colones sin fresco, nunca más."
297,"Bar, Mariscos, Costarricense, Centroamericana",negative,"Mi papá, mi novio y yo comimos pescado y nos enfermamos. Mi papá fue el que estuvo más grave y tuvimos que llevarlo a emergencias al hospital. La comida no sabía mal, así que suponemos que fue una pésima manipulación de alimentos. Es evidente que no recomendamos ni volveríamos a comer en este restaurante.","Mi papá, mi novio y yo comimos pescado y nos enfermamos. Mi papá fue el que estuvo más grave y tuvimos que llevarlo a emergencias al hospital. La comida no sabía mal, así que suponemos que fue una pésima manipulación de alimentos. Es evidente que no recomendamos ni volveríamos a comer en este restaurante."
298,"Italiana, Mediterránea, Europea",negative,"Después de muchas veces de visitar este restaurante y de calificarlo excelente, hoy me fue mal tanto en la entrada como en el plato principal. Es triste que este restaurante no mantenga la calidad que lo ha caracterizado.","Después de muchas veces de visitar este restaurante y de calificarlo excelente, hoy me fue mal tanto en la entrada como en el plato principal. Es triste que este restaurante no mantenga la calidad que lo ha caracterizado."
299,"Estadounidense, Bar, Saludable, Centroamericana, Costarricense, Internacional",negative,"No me impresionó. Fue uno de varios lugares recomendados por nuestro conductor, pero este no entregar. La mejor selección de cerveza de artesanías que encontramos en Jaco, que es grande para mí, pero la que me quería probar estaba disponible. La mujer tenía una hamburguesa con queso mozzarella y champiñones. Burger estaba bien, pero el queso era muy gruesos y duro - no en una buena manera que era molesto ... Difícil de conseguir. Mi hijo tenía algún tipo de cosa del deshielo de pollo, no muy bueno. Compartimos unos aperitivos gratis, y las albóndigas estaban bien. El ceviche era bastante bueno, con un gran bocado de la cal equilibrada con la dulzura de fruta. El atún entrante, ordenados ""sartén"", salió con la textura de comida termica cat de lata. En general, hay mejores en Jaco.","No me impresionó. Fue uno de varios lugares recomendados por nuestro conductor, pero este no entregar. La mejor selección de cerveza de artesanías que encontramos en Jaco, que es grande para mí, pero la que me quería probar estaba disponible. La mujer tenía una hamburguesa con queso mozzarella y champiñones. Burger estaba bien, pero el queso era muy gruesos y duro - no en una buena manera que era molesto ... Difícil de conseguir. Mi hijo tenía algún tipo de cosa del deshielo de pollo, no muy bueno. Compartimos unos aperitivos gratis, y las albóndigas estaban bien. El ceviche era bastante bueno, con un gran bocado de la cal equilibrada con la dulzura de fruta. El atún entrante, ordenados ""sartén"", salió con la textura de comida termica cat de lata. En general, hay mejores en Jaco."
300,"Latina, Mariscos, Centroamericana, Costarricense",negative,Si algo define a este restaurante es la suciedad. No se puede ir al baño. La comida era correcta pero la suciedad que habia en aquel baño era injustificable.,Si algo define a este restaurante es la suciedad. No se puede ir al baño. La comida era correcta pero la suciedad que habia en aquel baño era injustificable.
301,"Internacional, Estadounidense, Saludable, Centroamericana, Costarricense, Contemporánea",negative,"He intentado cientos de restaurantes en Costa Rica y hay algunos ejemplos bastante malos pero El mercado es probablemente el mejor ejemplo de el peor servicio que he visto en cualquier parte del mundo. En realidad, yo compré un ""pase ejecutivo"" membresía para uso en este restaurante y ahora desearía no había tirado el dinero y ahora.Tras probablemente al menos 70 visitas a este restaurante lo único que ha cambiado desde que abrió es que empeora cada día. Teniendo en cuenta que el servicio fue malo desde el primer día de apertura es difícil de creer que continúa a ir cuesta abajo.doy dos ejemplos de muchos, muchos, muchos - 1. supuestamente, es un restaurante 24 horas - llegué a las 11:45 a superar la multitud de almuerzo. Sólo uno de los huéspedes otras fue en el restaurante y nos condujeron (esta vez). la anfitriona nos dijeron que nos iban a comer del bar de ensaladas y ella nos dejó solos y nos subimos a la barra de ensaladas y nos dijeron que lo que no estaría por otros 20 minutos. Por cierto, el artículo que falta en el ""bar"" eran las aderezos para ensaladas. OK, no hay mucho donde elegir pero volver a nuestra capacidad y pedir un par de sándwiches. El camarero llegamos y pedimos un sándwich de salmón y nos dijeron que iba a tomar ""al menos 20 minutos"" y que podría ser mejor que esperar para el bar de ensaladas. el camarero era broma. había otro cliente en el lugar, y tuvimos que esperar 20 minutos para un sandwich. Por lo menos podríamos haber tenido la ensalada y alguien podría habernos ofrecido para recuperar el aliño básico de probablemente una cuestión de uno o dos minutos.otro acontecimiento reciente cuando mi esposa y yo llegamos para almorzar alrededor de las 12:30 nos sentamos relativamente rápido sólo para estar solos por exactamente 13 minutos antes de que por fin dijimos que era la hora de ir. no se había nadie que ofrecen agua, tomar nuestra orden o incluso darnos un guiño. También hay al menos tres funcionarios del hotel en la habitación, incluyendo el director del hotel, el gerente del restaurante y un restaurante capitán. De hecho, esta era la tercera vez que esto sucedió recientemente y hemos decidido de ""lista negra"" este restaurante para el futuro próximo. increíblemente la mala gestión en todos los niveles. El hotel Intercontinental se supone que representan uno de los mejores lugares en el país, pero se ha convertido en una vergüenza para socios, amigos o familia de negocios a este lugar.Otra vez que mi esposa y yo esperamos exactamente una hora después pedimos nuestros platos antes de que finalmente nos dijo el camarero nos íbamos. siguieron a decirnos la comida estaba llegando incluso como estábamos caminando después de la hora había caducado. increíble.En el lado positivo, la comida en general es bastante bueno. Manténgase lejos de cualquier cosa que dice ""steak"". La hamburguesa es una excepción aunque cuando el Mercado abrió la hamburguesa era mejor de lo que es hoy.Creo que compran la carne de algún granjero local. La resistencia, el gristel, la corte son todos muy pobre. Lo creas o no sólo hay un buen ejemplo de carne de calidad restaurante en la zona de San José y está sin duda no los restaurantes de Intercontinental.La carne único plato que he tenido que es razonable es en el restaurante italiano Alfredo con el Lomito. no probar otra carne de cualquier tema, excepto la hamburguesa.Es evidente para mí este lugar necesita ayuda urgente de gestión. Es realmente difícil de creer que un restaurante sincle podría ser tan mal gestionado.","He intentado cientos de restaurantes en Costa Rica y hay algunos ejemplos bastante malos pero El mercado es probablemente el mejor ejemplo de el peor servicio que he visto en cualquier parte del mundo. En realidad, yo compré un ""pase ejecutivo"" membresía para uso en este restaurante y ahora desearía no había tirado el dinero y ahora.Tras probablemente al menos 70 visitas a este restaurante lo único que ha cambiado desde que abrió es que empeora cada día. Teniendo en cuenta que el servicio fue malo desde el primer día de apertura es difícil de creer que continúa a ir cuesta abajo.doy dos ejemplos de muchos, muchos, muchos - 1. supuestamente, es un restaurante 24 horas - llegué a las 11:45 a superar la multitud de almuerzo. Sólo uno de los huéspedes otras fue en el restaurante y nos condujeron (esta vez). la anfitriona nos dijeron que nos iban a comer del bar de ensaladas y ella nos dejó solos y nos subimos a la barra de ensaladas y nos dijeron que lo que no estaría por otros 20 minutos. Por cierto, el artículo que falta en el ""bar"" eran las aderezos para ensaladas. OK, no hay mucho donde elegir pero volver a nuestra capacidad y pedir un par de sándwiches. El camarero llegamos y pedimos un sándwich de salmón y nos dijeron que iba a tomar ""al menos 20 minutos"" y que podría ser mejor que esperar para el bar de ensaladas. el camarero era broma. había otro cliente en el lugar, y tuvimos que esperar 20 minutos para un sandwich. Por lo menos podríamos haber tenido la ensalada y alguien podría habernos ofrecido para recuperar el aliño básico de probablemente una cuestión de uno o dos minutos.otro acontecimiento reciente cuando mi esposa y yo llegamos para almorzar alrededor de las 12:30 nos sentamos relativamente rápido sólo para estar solos por exactamente 13 minutos antes de que por fin dijimos que era la hora de ir. no se había nadie que ofrecen agua, tomar nuestra orden o incluso darnos un guiño. También hay al menos tres funcionarios del hotel en la habitación, incluyendo el director del hotel, el gerente del restaurante y un restaurante capitán. De hecho, esta era la tercera vez que esto sucedió recientemente y hemos decidido de ""lista negra"" este restaurante para el futuro próximo. increíblemente la mala gestión en todos los niveles. El hotel Intercontinental se supone que representan uno de los mejores lugares en el país, pero se ha convertido en una vergüenza para socios, amigos o familia de negocios a este lugar.Otra vez que mi esposa y yo esperamos exactamente una hora después pedimos nuestros platos antes de que finalmente nos dijo el camarero nos íbamos. siguieron a decirnos la comida estaba llegando incluso como estábamos caminando después de la hora había caducado. increíble.En el lado positivo, la comida en general es bastante bueno. Manténgase lejos de cualquier cosa que dice ""steak"". La hamburguesa es una excepción aunque cuando el Mercado abrió la hamburguesa era mejor de lo que es hoy.Creo que compran la carne de algún granjero local. La resistencia, el gristel, la corte son todos muy pobre. Lo creas o no sólo hay un buen ejemplo de carne de calidad restaurante en la zona de San José y está sin duda no los restaurantes de Intercontinental.La carne único plato que he tenido que es razonable es en el restaurante italiano Alfredo con el Lomito. no probar otra carne de cualquier tema, excepto la hamburguesa.Es evidente para mí este lugar necesita ayuda urgente de gestión. Es realmente difícil de creer que un restaurante sincle podría ser tan mal gestionado."
302,"Mariscos, Centroamericana, Costarricense",negative,"Fue una verdadera burla. Pedí un ceviche ""vuelve a la vida"" junto con una limonada y papas fritas... A la hora de ir a cancelar, me llevó la sorpresa de la suma a pagar: 12,054 y nada de lo q consumí era extraordinario, sino comida sencilla y que por mucho menos se consigue en cualquier otro restaurante!!Una burla!!","Fue una verdadera burla. Pedí un ceviche ""vuelve a la vida"" junto con una limonada y papas fritas... A la hora de ir a cancelar, me llevó la sorpresa de la suma a pagar: 12,054 y nada de lo q consumí era extraordinario, sino comida sencilla y que por mucho menos se consigue en cualquier otro restaurante!!Una burla!!"
303,"Bar, Pub, Centroamericana, Costarricense",negative,"La comida es sin duda demasiado caro y mal hechos. Dicho esto, el ambiente, la vista y hamacas para los pobres servicio (tipo de).  Eh ...","La comida es sin duda demasiado caro y mal hechos. Dicho esto, el ambiente, la vista y hamacas para los pobres servicio (tipo de).  Eh ..."
304,"Churrasquería, Latina, Argentina",negative,"Platillo de camarones a 17.000 colones.  17.000.    30 dólares camaroncitos de bolsa  como en la Princesa Marina.  Mejor comprarlos en Oceánica.Nos trajeron un corte de carne incomible, y con la pasta de equivocaron.  Vean el tamaño!","Platillo de camarones a 17.000 colones.  17.000.    30 dólares camaroncitos de bolsa  como en la Princesa Marina.  Mejor comprarlos en Oceánica.Nos trajeron un corte de carne incomible, y con la pasta de equivocaron.  Vean el tamaño!"
305,"Pub, Gastropub, Pizzería",negative,"Esperamos mucho tiempo a que nos atendieran y nunca llegaron a pesar de llamar a los meseros varias veces. Pésima atención. Y ni siquiera había mucha gente, no me imagino cuando esté lleno. Nos fuimos a otro lugar.","Esperamos mucho tiempo a que nos atendieran y nunca llegaron a pesar de llamar a los meseros varias veces. Pésima atención. Y ni siquiera había mucha gente, no me imagino cuando esté lleno. Nos fuimos a otro lugar."
306,"Estadounidense, Bar, Pub, Centroamericana",negative,"Fuimos al restaurante por su atractivo externo y porque habíamos oído que era bueno. A la entrada, esperamos unos 10 minutos sin que nos atendieran, por lo que nos sentamos en una mesa que estaba disponible. Seguimos sin que nos atendieran, por lo que tuvimos que pedir que nos llevaran el menú. La descripción de los platos y las fotos que los acompañan nos despertaron un gran interés y expectativa, sin embargo de cuatro platos que pedimos, no había dos de ellos, con la excusa de que el día anterior había estado muy agitado y se les habían acabado. Cambiamos de elección a una entrada, dos hamburguesas y un sartén de lomito.Qué triste cuando trajeron las hamburguesas!! De la descripción quedaba muy poco. La que tenía manzana y pan de frutos rojos, venía en pan corriente y la manzana eran dos trozos cortados tan finamente que su sabor pasaba desapercibido. La otra hamburguesa, la nueva BF, se basaba en carne y salsa de queso, pero tenía tan poco de ambas que no se puede decir que fuera una hamburguesa. El sartén de lomito estaba bueno.Por cierto, la entrada (unos hongos rellenos) la trajeron después de los platos fuertes (porque les recordamos que la habíamos pedido). Cuando trajeron los hongos, estaban fríos, muy fríos. Sin palabras. En resumen, muy bonito el lugar, descripción de los platos estupenda pero, entre lo que dice el menú y lo que se recibe, hay un gran abismo. El servicio bastante malo. Hay que perseguir a los saloneros para que te lleven las cosas. La relación calidad-precio es mala: 14 mil colones ($25) por persona, por una entrada que estaba fría compartida entre tres, mala hamburguesa y bebida. Hay mejores lugares en los alrededores.","Fuimos al restaurante por su atractivo externo y porque habíamos oído que era bueno. A la entrada, esperamos unos 10 minutos sin que nos atendieran, por lo que nos sentamos en una mesa que estaba disponible. Seguimos sin que nos atendieran, por lo que tuvimos que pedir que nos llevaran el menú. La descripción de los platos y las fotos que los acompañan nos despertaron un gran interés y expectativa, sin embargo de cuatro platos que pedimos, no había dos de ellos, con la excusa de que el día anterior había estado muy agitado y se les habían acabado. Cambiamos de elección a una entrada, dos hamburguesas y un sartén de lomito.Qué triste cuando trajeron las hamburguesas!! De la descripción quedaba muy poco. La que tenía manzana y pan de frutos rojos, venía en pan corriente y la manzana eran dos trozos cortados tan finamente que su sabor pasaba desapercibido. La otra hamburguesa, la nueva BF, se basaba en carne y salsa de queso, pero tenía tan poco de ambas que no se puede decir que fuera una hamburguesa. El sartén de lomito estaba bueno.Por cierto, la entrada (unos hongos rellenos) la trajeron después de los platos fuertes (porque les recordamos que la habíamos pedido). Cuando trajeron los hongos, estaban fríos, muy fríos. Sin palabras. En resumen, muy bonito el lugar, descripción de los platos estupenda pero, entre lo que dice el menú y lo que se recibe, hay un gran abismo. El servicio bastante malo. Hay que perseguir a los saloneros para que te lleven las cosas. La relación calidad-precio es mala: 14 mil colones ($25) por persona, por una entrada que estaba fría compartida entre tres, mala hamburguesa y bebida. Hay mejores lugares en los alrededores."
307,"Churrasquería, Sudamericana, Costarricense",negative,"El pollo Caribeño de eso no tiene nada de sabor es muy simple y seco para nada lo recomiendo, el disque RiceandBeans también no tiene nada de sabor.","El pollo Caribeño de eso no tiene nada de sabor es muy simple y seco para nada lo recomiendo, el disque RiceandBeans también no tiene nada de sabor."
308,"Churrasquería, Latina, Argentina",negative,"En general cuando recibes el plato que ordenaste,el plato se mira vacío, la ensalada viene en un plato aparte y la ensalada es igual de corriente a la que preparo en casa: lechuga con tomate y un poco de zanahoria. Los refrescos igualmente super corrientes. El plato promedio cuesta 15 mil colones,pero en mi caso no veo un gran sabor que haga valer el precio. La atención del mesero, también escasa, diría que apenas cumple. En resumen, primera y última vez que vengo, prefiero cocinar en casa cualquier corte de la carniceria de mi barrio.","En general cuando recibes el plato que ordenaste,el plato se mira vacío, la ensalada viene en un plato aparte y la ensalada es igual de corriente a la que preparo en casa: lechuga con tomate y un poco de zanahoria. Los refrescos igualmente super corrientes. El plato promedio cuesta 15 mil colones,pero en mi caso no veo un gran sabor que haga valer el precio. La atención del mesero, también escasa, diría que apenas cumple. En resumen, primera y última vez que vengo, prefiero cocinar en casa cualquier corte de la carniceria de mi barrio."
309,"Latina, Centroamericana, Costarricense",negative,"Fui con mi pareja al establecimiento y el que lo recibe nos atendió muy mal nos mando a un sitio que era desagradable y las demás mesas vacías las mesas huelen a feo y los meseros son lentos, le queda grande el Mirador a ese sitio, deben cambiar su política de atención al cliente.","Fui con mi pareja al establecimiento y el que lo recibe nos atendió muy mal nos mando a un sitio que era desagradable y las demás mesas vacías las mesas huelen a feo y los meseros son lentos, le queda grande el Mirador a ese sitio, deben cambiar su política de atención al cliente."
310,"Latina, Costarricense",negative,"Fuimos allí para una cena de celebración de la última noche. El lugar no estaba lleno y la docena o así de servidores desaparecían. Nuestra comida tardó mucho tiempo y era extremadamente caro. Cuando la comida llegó fue buena, pero nos eran enojado para disfrutar. Qué desperdicio de una gran ubicación.","Fuimos allí para una cena de celebración de la última noche. El lugar no estaba lleno y la docena o así de servidores desaparecían. Nuestra comida tardó mucho tiempo y era extremadamente caro. Cuando la comida llegó fue buena, pero nos eran enojado para disfrutar. Qué desperdicio de una gran ubicación."
311,"Estadounidense, Bar, Pub, Centroamericana",negative,"Después de ordenar llegaron media hora después a decirme que mi plato se había agotado sin darme ninguna opción, muy mala atención, NO RECOMIENDO EL RESTAURANTE.","Después de ordenar llegaron media hora después a decirme que mi plato se había agotado sin darme ninguna opción, muy mala atención, NO RECOMIENDO EL RESTAURANTE."
312,"Latina, Bar, Centroamericana, Costarricense, Fusión",negative,"Pedimos una sopa como no tenían nada más disponible. no estaba de acuerdo conmigo, o tengo que han venido disminuyendo con la gripe, porque me puse enfermo después.","Pedimos una sopa como no tenían nada más disponible. no estaba de acuerdo conmigo, o tengo que han venido disminuyendo con la gripe, porque me puse enfermo después."
313,"Italiana, Mediterránea, Europea, Toscana, Del centro italiano",negative,"No lo recomiendaria,  aun cuando tienen buen nivel de sus ingredientes,  la atención y el nivel de servicio no es enfocado al deseo ni expectativas de los comensales.","No lo recomiendaria,  aun cuando tienen buen nivel de sus ingredientes,  la atención y el nivel de servicio no es enfocado al deseo ni expectativas de los comensales."
314,"Costarricense, Estadounidense, Sudamericana, Centroamericana",negative,"Hace un tiempo había pasado por este lugar con mi madre y la comida era siempre para recomendar sin embargo el día de ayer nuevamente pasé con ella y nada que ver.Pedí un filet de pescado empanizado y bueno, decepción total... empanizado con harina que ni tenía sabor, lo peor... era Tilapia (no me equivoco)!!!! Una tilapia que casi costo 7 mil colones (casi $12) esperando que minimo fuera pargo o corvina, las papas fritas recalentadas y casi escasas, mi sobrina pidió unos nuggets de pollo y eran como chicharron, lo menos que tenía era pollo, demasiado tostado y seco!Lo unico que medio se salvó de esta critica fue el arroz con camarones, ya que el arroz tenía buen sabor. Para ser precios algo elevados deberían siempre mejorar, no mantenerse o empeorar. De mi parte creo que será la ultima vez que pasaré por este lugar.","Hace un tiempo había pasado por este lugar con mi madre y la comida era siempre para recomendar sin embargo el día de ayer nuevamente pasé con ella y nada que ver.Pedí un filet de pescado empanizado y bueno, decepción total... empanizado con harina que ni tenía sabor, lo peor... era Tilapia (no me equivoco)!!!! Una tilapia que casi costo 7 mil colones (casi $12) esperando que minimo fuera pargo o corvina, las papas fritas recalentadas y casi escasas, mi sobrina pidió unos nuggets de pollo y eran como chicharron, lo menos que tenía era pollo, demasiado tostado y seco!Lo unico que medio se salvó de esta critica fue el arroz con camarones, ya que el arroz tenía buen sabor. Para ser precios algo elevados deberían siempre mejorar, no mantenerse o empeorar. De mi parte creo que será la ultima vez que pasaré por este lugar."
315,"Latina, Bar, Centroamericana, Costarricense, Fusión",negative,"una terrible trampa para turistas. te pierdes nada, y caminar por la carretera a la excelente café en el Teatro Nacional, que es excelente.","una terrible trampa para turistas. te pierdes nada, y caminar por la carretera a la excelente café en el Teatro Nacional, que es excelente."
316,"Internacional, Centroamericana",negative,"Este superlugar lo visito muy frecuentemente, pero........Esta ultima vez creo q es para JAMÁS volver, el cambio de personal, el cambio en el sazón tan rico que los daba a conocer.Lastimosamente ya no se ve aquella presencia tan excelente en el 'saloneo', la amabilidad del personal decayó por completo en esta mi ultima visita. La comida la barra de ensaladas siempre con tan poco sabor, pero esta ultima vez SANTISIMA!!!!!! Que cosa tan terrible. Pero gracias Taco bar, fue un gusto visitarlos mientras hubo la calidad que tanto exijimos los amantes de lo culinario. .","pero........Esta ultima vez creo q es para JAMÁS volver, el cambio de personal, el cambio en el sazón tan rico que los daba a conocer.Lastimosamente ya no se ve aquella presencia tan excelente en el 'saloneo', la amabilidad del personal decayó por completo en esta mi ultima visita. La comida la barra de ensaladas siempre con tan poco sabor, pero esta ultima vez SANTISIMA!!!!!! Que cosa tan terrible. Pero gracias Taco bar, fue un gusto visitarlos mientras hubo la calidad que tanto exijimos los amantes de lo culinario. ."
317,"Mariscos, Peruana, Latina",negative,"El día de hoy visité el restaurante y quería degustar el platillo del salmón, sin embargo a pesar que tiene un sabor aceptable, no fue de mi agrado. Creo que deberían reinventar este platillo.","El día de hoy visité el restaurante y quería degustar el platillo del salmón, sin embargo a pesar que tiene un sabor aceptable, no fue de mi agrado. Creo que deberían reinventar este platillo."
318,"Mariscos, Centroamericana, Internacional, Contemporánea",negative,"Restaurante de comida internacional, limitado en platos, con un alto costo, turistas con lo que parecían ""damas de compañía"" haciendo ruido. La verdad, hay muchas opciones en la zona. Rescato, el sabor de la comida y la presentación de los platos.","Restaurante de comida internacional, limitado en platos, con un alto costo, turistas con lo que parecían ""damas de compañía"" haciendo ruido. La verdad, hay muchas opciones en la zona. Rescato, el sabor de la comida y la presentación de los platos."
319,"Japonesa, Sushi, Asiática",negative,"Muy mal todo ! La comida ni comparada a lo que era, pedimos un sushi sin salsa, el cocinero por error le puso, el mesero y el cocinero no hicieron mas que pelearse por la situacion!! Todo enfrente del cliente!! Si tienen que discutir vayanse a la cocina no al frente de uno ! Ultima vez cero recomendado , bastante deficientee","Muy mal todo ! La comida ni comparada a lo que era, pedimos un sushi sin salsa, el cocinero por error le puso, el mesero y el cocinero no hicieron mas que pelearse por la situacion!! Todo enfrente del cliente!! Si tienen que discutir vayanse a la cocina no al frente de uno ! Ultima vez cero recomendado , bastante deficientee"
